Subproducto,Producto,Valor Vivienda,AFORO,Plazo,Ingresos Requeridos,Tasa de Interes,Tipo de Tasa,CAT sin IVA,Pago,Frecuencia de Pago
404,Hipoteca Fuerte - Terreno más construcción,$150000000,85%,10 años,"$45,807.13",9.45%,Fija,13%,"$18,322.85",Mensual
405,Hipoteca Fuerte - Terreno más construcción,$160000000,85%,10 años,"$48,802.75",9.45%,Fija,13%,"$19,521.10",Mensual
406,Hipoteca Fuerte - Terreno más construcción,$170000000,85%,10 años,"$51,798.40",9.45%,Fija,13%,"$20,719.36",Mensual
407,Hipoteca Fuerte - Terreno más construcción,$180000000,85%,10 años,"$54,794.05",9.45%,Fija,12.9%,"$21,917.62",Mensual
408,Hipoteca Fuerte - Terreno más construcción,$190000000,85%,10 años,"$57,789.70",9.45%,Fija,12.9%,"$23,115.88",Mensual
409,Hipoteca Fuerte - Terreno más construcción,$80000000,85%,15 años,,9.45%,Fija,13.1%,"$8,222.69",Mensual
410,Hipoteca Fuerte - Terreno más construcción,$90000000,85%,15 años,"$23,017.25",9.45%,Fija,13%,"$9,206.90",Mensual
411,Hipoteca Fuerte - Terreno más construcción,$100000000,85%,15 años,"$25,477.78",9.45%,Fija,12.9%,"$10,191.11",Mensual
412,Hipoteca Fuerte - Terreno más construcción,$110000000,85%,15 años,,9.45%,Fija,12.9%,"$11,175.32",Mensual
413,Hipoteca Fuerte - Terreno más construcción,$120000000,85%,15 años,"$30,398.85",9.45%,Fija,12.8%,"$12,159.54",Mensual
414,Hipoteca Fuerte - Terreno más construcción,$130000000,85%,15 años,"$32,859.40",9.45%,Fija,12.8%,"$13,143.76",Mensual
415,Hipoteca Fuerte - Terreno más construcción,$140000000,85%,15 años,"$35,319.90",9.45%,Fija,12.7%,"$14,127.96",Mensual
416,Hipoteca Fuerte - Terreno más construcción,$150000000,85%,15 años,"$37,780.43",9.45%,Fija,12.7%,"$15,112.17",Mensual
417,Hipoteca Fuerte - Terreno más construcción,$160000000,85%,15 años,"$40,240.95",9.45%,Fija,12.6%,"$16,096.38",Mensual
418,Hipoteca Fuerte - Terreno más construcción,$170000000,85%,15 años,"$42,701.48",9.45%,Fija,12.6%,"$17,080.59",Mensual
419,Hipoteca Fuerte - Terreno más construcción,$180000000,85%,15 años,"$8,222.44",9.45%,Fija,13.3%,"$4,111.22",Mensual
420,Hipoteca Fuerte - Terreno más construcción,$190000000,85%,15 años,"$47,622.55",9.45%,Fija,12.6%,"$19,049.02",Mensual
421,Hipoteca Fuerte - Terreno más construcción,$80000000,85%,20 años,"$43,066.93",9.45%,Fija,12.3%,"$17,226.77",Mensual
422,Hipoteca Fuerte - Terreno más construcción,$90000000,85%,20 años,"$20,859.33",9.45%,Fija,12.8%,"$8,343.73",Mensual
423,Hipoteca Fuerte - Terreno más construcción,$100000000,85%,20 años,"$23,080.08",9.45%,Fija,12.7%,"$9,232.03",Mensual
424,Hipoteca Fuerte - Terreno más construcción,$110000000,85%,20 años,,9.45%,Fija,12.6%,"$10,120.33",Mensual
425,Hipoteca Fuerte - Terreno más construcción,$120000000,85%,20 años,,9.45%,Fija,12.6%,"$11,008.64",Mensual
426,Hipoteca Fuerte - Terreno más construcción,$130000000,85%,20 años,"$29,742.38",9.45%,Fija,12.5%,"$11,896.95",Mensual
427,Hipoteca Fuerte - Terreno más construcción,$140000000,85%,20 años,,9.45%,Fija,12.5%,"$12,785.25",Mensual
428,Hipoteca Fuerte - Terreno más construcción,$150000000,85%,20 años,"$34,183.88",9.45%,Fija,12.4%,"$13,673.55",Mensual
429,Hipoteca Fuerte - Terreno más construcción,$160000000,85%,20 años,"$36,404.63",9.45%,Fija,12.4%,"$14,561.85",Mensual
430,Hipoteca Fuerte - Terreno más construcción,$170000000,85%,20 años,"$38,625.38",9.45%,Fija,12.4%,"$15,450.15",Mensual
431,Hipoteca Fuerte - Terreno más construcción,$180000000,85%,20 años,"$40,846.15",9.45%,Fija,12.4%,"$16,338.46",Mensual
432,Hipoteca Fuerte - Terreno más construcción,$190000000,85%,20 años,,9.45%,Fija,12.3%,"$17,226.77",Mensual
433,Más por Menos - Compraventa con terminación de obra,$40000000,90%,15 años,"$9,030.72",11.30%,Variable,15.7%,"$4,515.36",Mensual
434,Más por Menos - Compraventa con terminación de obra,$50000000,90%,15 años,"$11,138.90",11.30%,Variable,15.4%,"$5,569.45",Mensual
435,Más por Menos - Compraventa con terminación de obra,$60000000,90%,15 años,"$13,247.10",11.30%,Variable,15.2%,"$6,623.55",Mensual
436,Más por Menos - Compraventa con terminación de obra,$70000000,90%,15 años,"$15,355.28",11.30%,Variable,15.1%,"$7,677.64",Mensual
437,Más por Menos - Compraventa con terminación de obra,$80000000,90%,15 años,"$17,463.44",11.30%,Variable,15%,"$8,731.72",Mensual
438,Más por Menos - Compraventa con terminación de obra,$90000000,90%,15 años,"$19,571.62",11.30%,Variable,14.9%,"$9,785.81",Mensual
439,Más por Menos - Compraventa con terminación de obra,$100000000,90%,15 años,"$21,679.82",11.30%,Variable,14.8%,"$10,839.91",Mensual
440,Más por Menos - Compraventa con terminación de obra,$110000000,90%,15 años,"$23,788.00",11.30%,Variable,14.8%,"$11,894.00",Mensual
441,Más por Menos - Compraventa con terminación de obra,$120000000,90%,15 años,"$25,896.20",11.30%,Variable,14.7%,"$12,948.10",Mensual
442,Más por Menos - Compraventa con terminación de obra,$130000000,90%,15 años,"$28,004.34",11.30%,Variable,14.7%,"$14,002.17",Mensual
443,Más por Menos - Compraventa con terminación de obra,$140000000,90%,15 años,"$30,112.54",11.30%,Variable,14.6%,"$15,056.27",Mensual
444,Más por Menos - Compraventa con terminación de obra,$150000000,90%,15 años,"$32,220.72",11.30%,Variable,14.6%,"$16,110.36",Mensual
445,Más por Menos - Compraventa con terminación de obra,$40000000,90%,20 años,"$8,267.16",11.30%,Variable,15.4%,"$4,133.58",Mensual
446,Más por Menos - Compraventa con terminación de obra,$50000000,90%,20 años,"$10,184.46",11.30%,Variable,15.1%,"$5,092.23",Mensual
447,Más por Menos - Compraventa con terminación de obra,$60000000,90%,20 años,"$8,222.44",9.45%,Variable,13.3%,"$4,111.22",Mensual
448,Más por Menos - Compraventa con terminación de obra,$70000000,90%,20 años,"$14,019.04",11.30%,Variable,14.8%,"$7,009.52",Mensual
449,Más por Menos - Compraventa con terminación de obra,$80000000,90%,20 años,"$15,936.32",11.30%,Variable,14.8%,"$7,968.16",Mensual
450,Más por Menos - Compraventa con terminación de obra,$90000000,90%,20 años,"$17,853.62",11.30%,Variable,14.7%,"$8,926.81",Mensual
451,Más por Menos - Compraventa con terminación de obra,$100000000,90%,20 años,"$19,770.92",11.30%,Variable,14.6%,"$9,885.46",Mensual
452,Más por Menos - Compraventa con terminación de obra,$110000000,90%,20 años,"$21,688.20",11.30%,Variable,14.6%,"$10,844.10",Mensual
453,Más por Menos - Compraventa con terminación de obra,$120000000,90%,20 años,"$23,605.52",11.30%,Variable,14.5%,"$11,802.76",Mensual
454,Más por Menos - Compraventa con terminación de obra,$130000000,90%,20 años,"$25,522.78",11.30%,Variable,14.5%,"$12,761.39",Mensual
455,Más por Menos - Compraventa con terminación de obra,$140000000,90%,20 años,"$27,440.08",11.30%,Variable,14.5%,"$13,720.04",Mensual
456,Más por Menos - Compraventa con terminación de obra,$150000000,90%,20 años,"$27,440.08",11.30%,Variable,14.4%,"$14,678.69",Mensual
457,Hipoteca Fuerte - Compraventa con terminación de obra,$40000000,90%,5 años,"$16,707.44",9.90%,Fija,15.5%,"$8,435.08",Mensual
458,Hipoteca Fuerte - Compraventa con terminación de obra,$50000000,90%,5 años,"$20,709.80",9.90%,Fija,15.1%,"$10,456.60",Mensual
459,Hipoteca Fuerte - Compraventa con terminación de obra,$60000000,90%,5 años,"$24,712.16",9.90%,Fija,14.8%,"$12,478.13",Mensual
460,Hipoteca Fuerte - Compraventa con terminación de obra,$70000000,90%,5 años,"$28,714.52",9.90%,Fija,14.6%,"$14,499.65",Mensual
461,Hipoteca Fuerte - Compraventa con terminación de obra,$80000000,90%,5 años,"$32,716.88",9.90%,Fija,14.4%,"$16,521.16",Mensual
462,Hipoteca Fuerte - Compraventa con terminación de obra,$90000000,90%,5 años,"$36,719.22",9.90%,Fija,14.3%,"$18,542.68",Mensual
463,Hipoteca Fuerte - Compraventa con terminación de obra,$100000000,90%,5 años,"$40,721.60",9.90%,Fija,14.2%,"$20,564.21",Mensual
464,Hipoteca Fuerte - Compraventa con terminación de obra,$110000000,90%,5 años,"$44,723.96",9.90%,Fija,14.1%,"$22,585.73",Mensual
465,Hipoteca Fuerte - Compraventa con terminación de obra,$120000000,90%,5 años,"$48,726.32",9.90%,Fija,14.1%,"$24,607.26",Mensual
466,Hipoteca Fuerte - Compraventa con terminación de obra,$130000000,90%,5 años,"$52,728.66",9.90%,Fija,14%,"$26,628.76",Mensual
467,Hipoteca Fuerte - Compraventa con terminación de obra,$140000000,90%,5 años,"$56,731.04",9.90%,Fija,14%,"$28,650.29",Mensual
468,Hipoteca Fuerte - Compraventa con terminación de obra,$150000000,90%,5 años,"$60,733.40",9.90%,Fija,13.9%,"$30,671.81",Mensual
469,Hipoteca Fuerte - Compraventa con terminación de obra,$40000000,90%,10 años,"$10,847.94",9.90%,Fija,14.8%,"$5,515.38",Mensual
470,Hipoteca Fuerte - Compraventa con terminación de obra,$50000000,90%,10 años,"$13,385.42",9.90%,Fija,14.4%,"$6,806.97",Mensual
471,Hipoteca Fuerte - Compraventa con terminación de obra,$60000000,90%,10 años,"$15,922.92",9.90%,Fija,14.1%,"$8,098.57",Mensual
472,Hipoteca Fuerte - Compraventa con terminación de obra,$70000000,90%,10 años,"$18,460.40",9.90%,Fija,14%,"$9,390.16",Mensual
473,Hipoteca Fuerte - Compraventa con terminación de obra,$80000000,90%,10 años,"$20,997.88",9.90%,Fija,13.8%,"$10,681.75",Mensual
474,Hipoteca Fuerte - Compraventa con terminación de obra,$90000000,90%,10 años,"$23,535.36",9.90%,Fija,13.7%,"$11,973.34",Mensual
475,Hipoteca Fuerte - Compraventa con terminación de obra,$100000000,90%,10 años,"$26,072.84",9.90%,Fija,13.6%,"$13,264.95",Mensual
476,Hipoteca Fuerte - Compraventa con terminación de obra,$110000000,90%,10 años,"$28,610.32",9.90%,Fija,13.5%,"$14,556.54",Mensual
477,Hipoteca Fuerte - Compraventa con terminación de obra,$120000000,90%,10 años,"$31,147.82",9.90%,Fija,13.5%,"$15,848.14",Mensual
478,Hipoteca Fuerte - Compraventa con terminación de obra,$130000000,90%,10 años,"$33,685.28",9.90%,Fija,13.4%,"$17,139.72",Mensual
479,Hipoteca Fuerte - Compraventa con terminación de obra,$140000000,90%,10 años,"$36,222.78",9.90%,Fija,13.4%,"$18,431.32",Mensual
480,Hipoteca Fuerte - Compraventa con terminación de obra,$150000000,90%,10 años,"$38,760.26",9.90%,Fija,13.4%,"$19,722.91",Mensual
481,Hipoteca Fuerte - Compraventa con terminación de obra,$40000000,90%,15 años,"$9,034.84",9.90%,Fija,14.3%,"$4,618.32",Mensual
482,Hipoteca Fuerte - Compraventa con terminación de obra,$50000000,90%,15 años,"$11,119.06",9.90%,Fija,14%,"$5,685.64",Mensual
483,Hipoteca Fuerte - Compraventa con terminación de obra,$60000000,90%,15 años,"$13,203.28",9.90%,Fija,13.8%,"$6,752.98",Mensual
484,Hipoteca Fuerte - Compraventa con terminación de obra,$70000000,90%,15 años,"$15,287.48",9.90%,Fija,13.6%,"$7,820.30",Mensual
485,Hipoteca Fuerte - Compraventa con terminación de obra,$80000000,90%,15 años,"$17,371.70",9.90%,Fija,13.5%,"$8,887.63",Mensual
486,Hipoteca Fuerte - Compraventa con terminación de obra,$90000000,90%,15 años,"$19,455.90",9.90%,Fija,13.4%,"$9,954.96",Mensual
487,Hipoteca Fuerte - Compraventa con terminación de obra,$100000000,90%,15 años,"$21,540.12",9.90%,Fija,13.3%,"$11,022.29",Mensual
488,Hipoteca Fuerte - Compraventa con terminación de obra,$110000000,90%,15 años,"$23,624.34",9.90%,Fija,13.2%,"$12,089.62",Mensual
489,Hipoteca Fuerte - Compraventa con terminación de obra,$120000000,90%,15 años,"$25,708.56",9.90%,Fija,13.2%,"$13,156.96",Mensual
490,Hipoteca Fuerte - Compraventa con terminación de obra,$130000000,90%,15 años,"$27,792.74",9.90%,Fija,13.1%,"$14,224.27",Mensual
491,Hipoteca Fuerte - Compraventa con terminación de obra,$140000000,90%,15 años,"$29,876.98",9.90%,Fija,13.1%,"$15,291.61",Mensual
492,Hipoteca Fuerte - Compraventa con terminación de obra,$150000000,90%,15 años,"$31,961.18",9.90%,Fija,13%,"$16,358.94",Mensual
493,Hipoteca Fuerte - Compraventa con terminación de obra,$40000000,90%,20 años,"$8,222.44",9.90%,Fija,14%,"$4,220.46",Mensual
494,Hipoteca Fuerte - Compraventa con terminación de obra,$50000000,90%,20 años,"$10,103.56",9.90%,Fija,13.7%,"$5,188.32",Mensual
495,Hipoteca Fuerte - Compraventa con terminación de obra,$60000000,90%,20 años,"$11,984.68",9.90%,Fija,13.5%,"$6,156.20",Mensual
496,Hipoteca Fuerte - Compraventa con terminación de obra,$70000000,90%,20 años,"$13,865.80",9.90%,Fija,13.3%,"$7,124.06",Mensual
497,Hipoteca Fuerte - Compraventa con terminación de obra,$80000000,90%,20 años,,9.90%,Fija,13.2%,"$8,091.92",Mensual
498,Hipoteca Fuerte - Compraventa con terminación de obra,$90000000,90%,20 años,"$17,628.00",9.90%,Fija,13.1%,"$9,059.78",Mensual
499,Hipoteca Fuerte - Compraventa con terminación de obra,$100000000,90%,20 años,"$19,509.14",9.90%,Fija,13.1%,"$10,027.66",Mensual
500,Hipoteca Fuerte - Compraventa con terminación de obra,$110000000,90%,20 años,"$21,390.24",9.90%,Fija,13%,"$10,995.52",Mensual
501,Hipoteca Fuerte - Compraventa con terminación de obra,$120000000,90%,20 años,"$23,271.36",9.90%,Fija,12.9%,"$11,963.39",Mensual
502,Hipoteca Fuerte - Compraventa con terminación de obra,$130000000,90%,20 años,,9.90%,Fija,12.9%,"$12,931.25",Mensual
503,Hipoteca Fuerte - Compraventa con terminación de obra,$140000000,90%,20 años,"$27,033.58",9.90%,Fija,12.9%,"$13,899.12",Mensual
504,Hipoteca Fuerte - Compraventa con terminación de obra,$150000000,90%,20 años,"$28,914.68",9.90%,Fija,12.8%,"$14,866.98",Mensual
