Fecha,Producto,Esquema,Plazo,Tasa,Aforo,Destino,Gastos notariales,Gastos Iniciales,Enganche,CAT,Comision,Avaluo,Pago
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 13,  9.59%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 12.4% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 11.72
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 13,  9.99%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 12.9% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 11.95
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 13,  10.35%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 13.3% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 12.15
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  9.59%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 12.4% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 11.24
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  9.99%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 12.8% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 11.47
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  10.35%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 13.2% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 11.69
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  9.59%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 12.4% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 10.84
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  9.99%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 12.8% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 11.08
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  10.35%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 13.2% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 11.29
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  9.99%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 12.6% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 9.81
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  10.35%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 13.0% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 10.04
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  11.59%,Null,Comprar un terreno  y construir al mismo tiempo," $ 119,000.00"," $ 149,765.00", $ 0.00, 14.4% Sin Iva. Informativo.," $ 12,750.00"," $ 4,675.00", $ 10.87
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 7,  9.59%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 14.4% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 18.32
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 7,  9.99%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 14.8% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 18.52
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 7,  10.35%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 15.2% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 18.70
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 8,  9.59%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 14.2% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 16.39
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 8,  9.99%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 14.6% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 16.60
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 8,  10.35%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 15.0% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 16.78
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 9,  9.59%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 14.0% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 14.96
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 9,  9.99%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 14.5% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 15.17
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 9,  10.35%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 14.9% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 15.36
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 10,  9.59%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 13.9% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 13.86
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 10,  9.99%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 14.4% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 14.07
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 10,  10.35%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 14.8% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 14.27
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 11,  9.59%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 13.8% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 12.99
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 11,  9.99%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 14.3% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 13.21
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 11,  10.35%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 14.7% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 13.41
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 12,  9.59%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 13.7% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 12.29
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 12,  9.99%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 14.2% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 12.51
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 12,  10.35%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 14.6% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 12.72
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 13,  9.59%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 13.6% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 11.72
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 13,  9.99%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 14.1% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 11.95
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 13,  10.35%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 14.5% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 12.15
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  9.59%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 13.6% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 11.24
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  9.99%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 14.0% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 11.47
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  10.35%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 14.4% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 11.69
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  9.59%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 13.5% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 10.84
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  9.99%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 13.9% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 11.08
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  10.35%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 14.3% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 11.29
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  9.99%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 13.7% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 9.81
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  10.35%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 14.1% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 10.04
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  11.59%,Null,Construir en Terreno Propio," $ 119,000.00"," $ 144,015.00", $ 0.00, 15.5% Sin Iva. Informativo.," $ 7,000.00"," $ 4,675.00", $ 10.87
 11/07/2019, Liquidez, Tasa Fija y Pagos Fijos, 5,  13.34%,Null,Obtener liquidez," $ 70,000.00"," $ 94,502.93", $ 0.00, 18.7% Sin Iva. Informativo.," $ 5,982.93"," $ 2,750.00", $ 22.93
 11/07/2019, Liquidez, Tasa Fija y Pagos Fijos, 10,  14.34%,Null,Obtener liquidez," $ 70,000.00"," $ 94,502.93", $ 0.00, 18.7% Sin Iva. Informativo.," $ 5,982.93"," $ 2,750.00", $ 15.73
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 7,  9.59%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.8% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 16.39
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 7,  9.99%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 14.2% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 16.60
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 7,  10.35%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 14.6% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 16.78
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 8,  9.59%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.6% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 14.96
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 8,  9.99%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 14.0% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 15.17
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 8,  10.35%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 14.4% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 15.36
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 9,  9.59%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.4% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 13.86
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 9,  9.99%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.9% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 14.07
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 9,  10.35%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 14.3% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 14.27
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 10,  9.59%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.3% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 12.99
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 10,  9.99%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.8% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 13.21
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 10,  10.35%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 14.2% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 13.41
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 11,  9.59%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.2% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 12.29
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 11,  9.99%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.7% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 12.51
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 11,  10.35%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 14.1% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 12.72
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 12,  9.59%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.1% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 11.72
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 12,  9.99%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.6% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 11.95
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 12,  10.35%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 14.0% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 12.15
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 13,  9.59%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.1% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 11.24
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 13,  9.99%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.5% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 11.47
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 13,  10.35%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.9% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 11.69
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  9.59%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.0% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 10.84
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  9.99%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.4% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 11.08
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 14,  10.35%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.8% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 11.29
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  9.59%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 12.9% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 10.50
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 15,  9.59%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 12.8% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 9.17
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  9.99%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.4% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 10.74
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 15,  9.99%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.2% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 9.40
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 15,  10.35%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.8% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 10.96
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 15,  10.35%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.6% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 9.62
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  9.99%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.1% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 9.64
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 20,  9.99%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.1% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 9.04
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  10.35%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.5% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 9.88
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 20,  10.35%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 13.5% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 9.28
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Fijos, 20,  11.59%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 14.9% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 10.73
 11/07/2019, Hipoteca Santander, Tasa Fija y Pagos Crecientes, 20,  11.59%,Null,Terminar o remodelar tu casa," $ 70,000.00"," $ 93,677.70", $ 0.00, 14.9% Sin Iva. Informativo.," $ 5,157.70"," $ 2,750.00", $ 10.10
 11/07/2019, Adquisición de consultorios, Tasa Fija y Pagos Fijos, 10,  13.34%,Null,Adquisición de consultorios," $ 70,000.00"," $ 403,204.10"," $ 300,000.00", 17.0% Sin Iva. Informativo.," $ 8,376.10"," $ 2,750.00", $ 15.13
